step,customer,age,gender,merchant,category,amount,fraud
04-06-2021,C802146030,26to35,Male,M348934600,Transportation,16.55,0
15-07-2021,C718589253,19to25,Male,M348934600,Transportation,8.18,0
03-03-2021,C995844287,56to65,Female,M151143676,Restaurants&Bars,27.72,0
21-06-2021,C1849046345,46to55,Female,M857378720,HotelServices,266.1,1
12-05-2021,C1020355960,26to35,Female,M1823072687,Transportation,2.91,0
29-07-2021,C78938440,36to45,Male,M1823072687,Transportation,8.68,0
25-05-2021,C1382187685,19to25,Female,M732195782,Travel,1782.46,1
03-07-2021,C377517197,36to45,Female,M1823072687,Transportation,31.2,0
30-05-2021,C1714385979,36to45,Male,M348934600,Transportation,25.45,0
02-03-2021,C2085650948,26to35,Female,M348934600,Transportation,47.55,0
31-07-2021,C1555517201,gt65,Female,M1198415165,Beauty&Wellness,44.06,1
24-04-2021,C793132240,46to55,Female,M480139044,Health,127.19,1
15-08-2021,C156263401,46to55,Female,M1823072687,Transportation,43.02,0
20-03-2021,C2113737065,26to35,Female,M480139044,Health,442.88,1
19-06-2021,C351252839,36to45,Female,M1823072687,Transportation,27.83,0
25-04-2021,C676229147,26to35,Male,M480139044,Health,268.4,1
06-04-2021,C1512444326,36to45,Female,M1823072687,Transportation,46.51,0
25-03-2021,C1560904250,56to65,Female,M3697346,Leisure,189.91,1
03-08-2021,C1342118588,36to45,Female,M78078399,Beauty&Wellness,19.23,0
08-03-2021,C1906711479,46to55,Female,M480139044,Health,36.47,1
23-05-2021,C1685492470,26to35,Female,M480139044,Health,301.7,1
18-07-2021,C1648492699,56to65,Female,M1649169323,Sports&Toys,322.65,1
10-05-2021,C1402203755,36to45,Male,M1823072687,Transportation,20.83,0
29-03-2021,C1464489812,46to55,Male,M1888755466,OtherServices,284.43,1
16-05-2021,C2063978670,26to35,Male,M1823072687,Transportation,43.6,0
18-06-2021,C1663162700,26to35,Male,M480139044,Health,872.55,1
02-07-2021,C251449240,36to45,Female,M1823072687,Transportation,25.08,0
10-04-2021,C1857140958,46to55,Male,M1823072687,Transportation,31.28,0
04-04-2021,C388262831,26to35,Female,M151143676,Restaurants&Bars,27.76,0
06-03-2021,C338406777,36to45,Female,M348934600,Transportation,23.27,0
26-07-2021,C1680347409,26to35,Female,M1823072687,Transportation,21.1,0
24-03-2021,C1360806205,46to55,Female,M692898500,Health,125.5,0
30-05-2021,C22162402,26to35,Male,M1823072687,Transportation,25.51,0
06-05-2021,C365096731,36to45,Male,M480139044,Health,117.85,1
30-05-2021,C1475317372,19to25,Female,M1535107174,Beauty&Wellness,685.16,1
04-04-2021,C1055164842,46to55,Male,M348934600,Transportation,36.28,0
23-06-2021,C108940648,26to35,Female,M1823072687,Transportation,27.2,0
06-03-2021,C1572610482,36to45,Female,M480139044,Health,194.89,1
04-08-2021,C478820701,36to45,Male,M1823072687,Transportation,30.77,0
15-05-2021,C1657925669,36to45,Female,M980657600,Sports&Toys,92.61,1
12-03-2021,C566598245,46to55,Male,M348934600,Transportation,14.66,0
09-08-2021,C1969942970,36to45,Male,M1823072687,Transportation,35.52,0
18-08-2021,C1652856443,26to35,Male,M348934600,Transportation,13.28,0
06-04-2021,C806399525,26to35,Female,M3697346,Leisure,423.57,1
21-05-2021,C194859196,26to35,Female,M1823072687,Transportation,30.35,0
01-08-2021,C60026962,26to35,Female,M480139044,Health,442.35,1
11-05-2021,C676156739,26to35,Female,M1053599405,Health,19.36,0
05-05-2021,C987620594,56to65,Female,M855959430,Transportation,45.76,0
08-05-2021,C1685492470,26to35,Female,M1198415165,Beauty&Wellness,253.66,1
13-05-2021,C1014010834,19to25,Male,M1823072687,Transportation,23.64,0
27-07-2021,C2070997908,36to45,Female,M1823072687,Transportation,31.94,0
20-06-2021,C35785606,26to35,Female,M85975013,Groceries,2.27,0
05-07-2021,C521129957,56to65,Male,M1600850729,Fashion,128.5,0
27-06-2021,C1504341710,26to35,Female,M1823072687,Transportation,8.81,0
15-08-2021,C655625028,gt65,Female,M209847108,Beauty&Wellness,122.37,0
08-05-2021,C834963773,56to65,Female,M1823072687,Transportation,20.31,0
13-04-2021,C1285086629,gt65,Female,M348934600,Transportation,27.12,0
30-07-2021,C2074365962,46to55,Male,M348934600,Transportation,12.14,0
05-05-2021,C1321889892,56to65,Male,M348934600,Transportation,50.46,0
28-06-2021,C83204562,26to35,Female,M1823072687,Transportation,7.26,0
05-08-2021,C440111595,26to35,Female,M1823072687,Transportation,29.54,0
06-07-2021,C711859898,36to45,Female,M1823072687,Transportation,48.97,0
22-04-2021,C1056476734,26to35,Male,M1823072687,Transportation,16.19,0
01-06-2021,C1386324281,26to35,Male,M348934600,Transportation,2.03,0
05-06-2021,C515668508,36to45,Female,M732195782,Travel,4893.58,1
01-03-2021,C1350793893,19to25,Male,M209847108,Beauty&Wellness,60.71,0
30-07-2021,C447271561,36to45,Male,M1888755466,OtherServices,371.25,1
30-04-2021,C1081944543,46to55,Female,M85975013,Groceries,65.8,0
09-07-2021,C394488921,56to65,Female,M480139044,Health,630.7,1
14-07-2021,C226835436,46to55,Female,M1823072687,Transportation,36.11,0
18-08-2021,C1415168453,36to45,Female,M1823072687,Transportation,10.42,0
15-07-2021,C1512732275,36to45,Female,M1649169323,Sports&Toys,308.68,1
01-08-2021,C1415704373,36to45,Female,M348934600,Transportation,17.23,0
31-07-2021,C813786166,46to55,Female,M2080407379,Travel,2104.48,1
28-04-2021,C129386345,36to45,Male,M1823072687,Transportation,26.1,0
16-05-2021,C1836308269,19to25,Male,M348934600,Transportation,5.52,0
04-06-2021,C1435653171,19to25,Female,M85975013,Groceries,39.33,0
25-04-2021,C1514271157,26to35,Male,M1823072687,Transportation,14.62,0
10-06-2021,C1978250683,36to45,Female,M840466850,Technology,275.59,1
18-03-2021,C1214929092,36to45,Male,M480139044,Health,411.49,1
19-05-2021,C2021849962,46to55,Female,M1823072687,Transportation,62.7,0
23-08-2021,C1687722078,26to35,Male,M1823072687,Transportation,13.98,0
22-04-2021,C2030210340,26to35,Male,M1823072687,Transportation,38.98,0
04-06-2021,C744245203,26to35,Male,M1823072687,Transportation,18.66,0
05-03-2021,C1038215695,46to55,Male,M2011752106,HotelServices,77.87,1
23-04-2021,C1404589205,26to35,Male,M1823072687,Transportation,31.96,0
03-03-2021,C1095087737,36to45,Female,M348934600,Transportation,86.55,0
28-04-2021,C892377311,26to35,Male,M1823072687,Transportation,42.09,0
21-07-2021,C1415704373,36to45,Female,M348934600,Transportation,7.39,0
27-06-2021,C1777502922,26to35,Female,M855959430,Transportation,59.01,1
19-08-2021,C1288983259,36to45,Female,M1741626453,Sports&Toys,272.3,1
26-07-2021,C656901929,46to55,Male,M480139044,Health,513.24,1
20-07-2021,C1382480007,46to55,Female,M1600850729,Fashion,174.23,0
21-05-2021,C940143351,46to55,Male,M1198415165,Beauty&Wellness,190.43,1
16-03-2021,C968150727,26to35,Female,M17379832,Sports&Toys,386.87,1
27-07-2021,C737765767,26to35,Female,M348934600,Transportation,19.57,0
15-07-2021,C54550671,46to55,Female,M348934600,Transportation,10.74,0
01-03-2021,C1209651258,26to35,Male,M855959430,Transportation,20.72,0
03-04-2021,C1667161948,36to45,Male,M2011752106,HotelServices,353.69,1
23-04-2021,C1282114843,26to35,Female,M1823072687,Transportation,33.37,0
26-05-2021,C10105795,46to55,Male,M1823072687,Transportation,3.91,0
07-08-2021,C932908444,19to25,Female,M980657600,Sports&Toys,212.8,1
21-04-2021,C1801015376,26to35,Male,M348934600,Transportation,51.95,0
21-07-2021,C846889180,56to65,Male,M85975013,Groceries,28.85,0
21-03-2021,C883803148,19to25,Female,M348934600,Transportation,31.81,0
21-08-2021,C106397937,56to65,Male,M85975013,Groceries,64.74,0
06-04-2021,C1048694975,46to55,Male,M1823072687,Transportation,23.27,0
22-03-2021,C2140000055,36to45,Male,M348934600,Transportation,42.86,0
17-07-2021,C103240070,26to35,Female,M480139044,Health,93.14,1
11-07-2021,C189036899,lt18,Female,M480139044,Health,844.13,1
09-08-2021,C1282333137,26to35,Female,M980657600,Sports&Toys,367.7,1
31-03-2021,C1043677034,26to35,Male,M348934600,Transportation,24.09,0
19-04-2021,C1787239285,19to25,Female,M348934600,Transportation,30.88,0
30-04-2021,C834963773,56to65,Female,M1823072687,Transportation,4.59,0
10-03-2021,C1905396523,46to55,Female,M348934600,Transportation,53.91,0
16-06-2021,C1830336096,46to55,Male,M480139044,Health,587.5,1
22-03-2021,C1695454092,26to35,Male,M348934600,Transportation,21.66,0
30-04-2021,C582479974,26to35,Male,M1823072687,Transportation,52.84,0
15-08-2021,C1855338494,46to55,Male,M1823072687,Transportation,39.47,0
24-06-2021,C1402203755,36to45,Male,M1823072687,Transportation,31.69,0
31-07-2021,C383709704,46to55,Female,M1823072687,Transportation,41.09,0
22-07-2021,C153419170,36to45,Female,M348934600,Transportation,15.74,0
06-05-2021,C2046797625,26to35,Male,M1823072687,Transportation,29.63,0
13-06-2021,C1242334684,26to35,Male,M1823072687,Transportation,20.68,0
13-08-2021,C1731163929,26to35,Female,M1823072687,Transportation,24,0
19-08-2021,C195373250,36to45,Male,M1294758098,Leisure,361.67,1
21-08-2021,C1653588482,26to35,Female,M732195782,Travel,3283.45,1
06-05-2021,C1398865038,36to45,Female,M1198415165,Beauty&Wellness,363.14,1
04-08-2021,C801797246,26to35,Female,M840466850,Technology,8.29,0
24-07-2021,C1452020181,56to65,Male,M1823072687,Transportation,61.14,0
28-06-2021,C2004941826,26to35,Female,M480139044,Health,696.41,1
06-08-2021,C956954767,36to45,Female,M348934600,Transportation,11.06,0
06-08-2021,C1299745394,26to35,Male,M348934600,Transportation,33.28,0
11-04-2021,C286580355,gt65,Male,M348934600,Transportation,45.74,0
07-03-2021,C518028573,26to35,Male,M1823072687,Transportation,12.43,0
17-06-2021,C806399525,26to35,Female,M1873032707,HotelServices,964.34,1
04-05-2021,C1973547259,36to45,Male,M1823072687,Transportation,63.57,0
22-07-2021,C1038996959,26to35,Male,M1823072687,Transportation,8.04,0
16-08-2021,C245117318,36to45,Female,M980657600,Sports&Toys,383.24,1
23-04-2021,C762614808,19to25,Male,M1823072687,Transportation,22.74,0
15-07-2021,C1468001998,36to45,Female,M1823072687,Transportation,44.12,0
13-06-2021,C1850482225,46to55,Male,M732195782,Travel,1698.62,1
21-08-2021,C766302474,46to55,Female,M980657600,Sports&Toys,521.21,1
10-05-2021,C1079254393,19to25,Female,M1946091778,Beauty&Wellness,1.04,0
02-07-2021,C587299231,26to35,Female,M209847108,Beauty&Wellness,284.02,1
23-06-2021,C1318366224,36to45,Female,M1823072687,Transportation,24.7,0
17-08-2021,C856303631,46to55,Male,M1823072687,Transportation,32.69,0
01-08-2021,C1538635916,26to35,Female,M1823072687,Transportation,28.84,0
16-03-2021,C1883823119,46to55,Male,M348934600,Transportation,8.62,0
17-08-2021,C1622124632,26to35,Male,M1946091778,Beauty&Wellness,50.99,0
14-05-2021,C497553923,19to25,Female,M348934600,Transportation,3.64,0
23-03-2021,C1189231170,36to45,Male,M348934600,Transportation,7.13,0
11-05-2021,C2113737065,26to35,Female,M480139044,Health,227.43,1
15-04-2021,C164104645,56to65,Female,M1823072687,Transportation,33.73,0
02-04-2021,C1978250683,36to45,Female,M17379832,Sports&Toys,955.34,1
28-05-2021,C1734585073,56to65,Female,M1823072687,Transportation,30.53,0
22-05-2021,C2093963973,26to35,Male,M151143676,Restaurants&Bars,52.98,0
29-05-2021,C1922157108,26to35,Female,M1823072687,Transportation,5.74,0
27-05-2021,C374616385,19to25,Female,M480139044,Health,12.63,1
31-05-2021,C961154945,36to45,Male,M480139044,Health,744.56,1
26-06-2021,C570913468,19to25,Female,M1823072687,Transportation,40.51,0
25-07-2021,C677202538,26to35,Female,M348934600,Transportation,43.3,0
02-06-2021,C1637529334,26to35,Male,M1823072687,Transportation,13.27,0
30-06-2021,C892377311,26to35,Male,M348934600,Transportation,32.63,0
24-03-2021,C2001133685,26to35,Male,M348934600,Transportation,27.36,0
17-05-2021,C550190826,36to45,Female,M1823072687,Transportation,37.5,0
29-06-2021,C1965017830,56to65,Male,M1823072687,Transportation,13.3,0
28-04-2021,C944695695,26to35,Female,M980657600,Sports&Toys,11.56,1
18-04-2021,C431496464,26to35,Male,M732195782,Travel,2610.66,1
06-03-2021,C991774315,36to45,Female,M1823072687,Transportation,25.97,0
06-08-2021,C74966273,26to35,Female,M547558035,Fashion,340.16,1
15-08-2021,C1747786179,46to55,Female,M480139044,Health,183.53,1
17-08-2021,C538394574,26to35,Male,M1823072687,Transportation,39.11,0
23-08-2021,C1734287915,26to35,Female,M1823072687,Transportation,21.18,0
09-03-2021,C717345438,36to45,Male,M1823072687,Transportation,24.73,0
05-08-2021,C1124449361,gt65,Male,M348934600,Transportation,16.63,0
23-03-2021,C123623130,26to35,Female,M348934600,Transportation,27.7,0
21-05-2021,C394979408,46to55,Female,M348934600,Transportation,66.99,0
01-06-2021,C380564257,36to45,Female,M1053599405,Health,46.62,0
04-08-2021,C1180936672,26to35,Female,M1823072687,Transportation,9.61,0
24-05-2021,C230958403,26to35,Male,M732195782,Travel,1108.23,1
26-06-2021,C1489294793,26to35,Female,M1823072687,Transportation,9.48,0
06-06-2021,C1456029725,36to45,Male,M348934600,Transportation,46.81,0
06-06-2021,C575345520,26to35,Female,M2122776122,Home,532.01,1
18-03-2021,C382789952,36to45,Male,M1741626453,Sports&Toys,410.34,1
02-05-2021,C2049382420,36to45,Male,M1741626453,Sports&Toys,503.06,1
04-08-2021,C1714895875,26to35,Male,M1823072687,Transportation,24.15,0
02-05-2021,C1930072075,36to45,Male,M348934600,Transportation,47.22,0
16-07-2021,C1001065306,19to25,Male,M840466850,Technology,364.52,1
02-04-2021,C1050458046,gt65,Male,M1823072687,Transportation,1.18,0
06-04-2021,C1568308501,36to45,Male,M348934600,Transportation,8.19,0
22-06-2021,C911078435,26to35,Female,M732195782,Travel,385.3,1
22-05-2021,C218446443,26to35,Male,M3697346,Leisure,162.84,1
08-03-2021,C1051712338,46to55,Male,M348934600,Transportation,60.73,0
27-05-2021,C102364766,26to35,Female,M17379832,Sports&Toys,303.15,1
21-03-2021,C393339341,36to45,Male,M348934600,Transportation,0.04,0
18-05-2021,C1562081159,26to35,Female,M1649169323,Sports&Toys,23.37,1
23-06-2021,C1739071229,46to55,Female,M1823072687,Transportation,6.43,0
04-07-2021,C208151769,19to25,Male,M732195782,Travel,236.55,1
06-08-2021,C1156188729,26to35,Female,M348934600,Transportation,66.58,0
29-04-2021,C949023995,36to45,Male,M348934600,Transportation,14.32,0
13-04-2021,C1279143519,56to65,Female,M1823072687,Transportation,21.62,0
11-07-2021,C597641228,26to35,Male,M732195782,Travel,2241.69,1
27-03-2021,C409331076,46to55,Male,M348934600,Transportation,34.11,0
17-04-2021,C1698214137,56to65,Female,M348934600,Transportation,80.16,0
07-04-2021,C1607867760,46to55,Female,M348934600,Transportation,48.91,0
20-05-2021,C323852731,26to35,Female,M980657600,Sports&Toys,491.52,1
31-05-2021,C531360588,19to25,Female,M348934600,Transportation,31.94,0
10-04-2021,C1175850429,46to55,Male,M78078399,Beauty&Wellness,201.54,1
02-05-2021,C1272188168,56to65,Female,M1741626453,Sports&Toys,452.66,1
13-06-2021,C1710930627,26to35,Female,M1823072687,Transportation,31.21,0
10-05-2021,C1512444326,36to45,Female,M1823072687,Transportation,12.24,0
06-06-2021,C961515074,36to45,Male,M348934600,Transportation,38.91,0
14-07-2021,C1631162170,46to55,Female,M348934600,Transportation,1.56,0
03-04-2021,C1542255731,26to35,Female,M677738360,Contents,73.01,0
22-04-2021,C637279747,46to55,Female,M1198415165,Beauty&Wellness,102.38,1
19-07-2021,C417225282,26to35,Female,M1823072687,Transportation,12.25,0
07-07-2021,C499760818,36to45,Male,M348934600,Transportation,32.31,0
30-04-2021,C1321173882,26to35,Female,M480139044,Health,393.39,1
09-07-2021,C1983511229,36to45,Male,M1823072687,Transportation,48.66,0
08-04-2021,C1597977404,26to35,Female,M348934600,Transportation,7.12,0
14-07-2021,C642583859,46to55,Female,M1823072687,Transportation,8.15,0
10-04-2021,C732095806,36to45,Male,M1823072687,Transportation,10.05,0
13-03-2021,C784005201,46to55,Male,M980657600,Sports&Toys,66.56,1
21-08-2021,C564489242,19to25,Male,M1823072687,Transportation,34.49,0
05-07-2021,C56197730,26to35,Male,M1823072687,Transportation,18.78,0
01-08-2021,C599293124,46to55,Female,M348934600,Transportation,22.06,0
28-06-2021,C965421722,19to25,Female,M855959430,Transportation,410.76,1
15-05-2021,C226102422,46to55,Female,M1823072687,Transportation,10.33,0
03-05-2021,C1647495093,36to45,Male,M3697346,Leisure,343.05,1
18-04-2021,C125481968,19to25,Male,M348934600,Transportation,24.78,0
25-06-2021,C1962291095,26to35,Male,M348934600,Transportation,41.87,0
09-05-2021,C170002529,26to35,Female,M348934600,Transportation,35.39,0
04-08-2021,C2005671734,26to35,Female,M1053599405,Health,224.28,0
28-06-2021,C843083567,46to55,Male,M1823072687,Transportation,36.51,0
29-05-2021,C447271561,36to45,Male,M732195782,Travel,825.13,1
12-05-2021,C1078596280,gt65,Female,M348934600,Transportation,5.87,0
14-07-2021,C1477378413,36to45,Male,M1888755466,OtherServices,446.37,1
14-03-2021,C1761085759,36to45,Female,M85975013,Groceries,17.48,0
09-04-2021,C1236503001,26to35,Female,M1823072687,Transportation,19.79,0
20-08-2021,C1000148617,56to65,Male,M1823072687,Transportation,7.48,0
17-05-2021,C1037161656,26to35,Female,M348934600,Transportation,12.2,0
11-03-2021,C1372889664,56to65,Female,M348934600,Transportation,14.61,0
05-04-2021,C1275518867,56to65,Female,M547558035,Fashion,705.42,1
04-04-2021,C1461774305,36to45,Female,M348934600,Transportation,18.9,0
24-07-2021,C417267123,26to35,Female,M2122776122,Home,287.14,1
30-04-2021,C910454738,46to55,Female,M480139044,Health,858.21,1
12-08-2021,C1557448113,46to55,Female,M1823072687,Transportation,2.77,0
26-05-2021,C672794326,36to45,Female,M1823072687,Transportation,37.83,0
29-03-2021,C1089903335,36to45,Male,M1823072687,Transportation,36.69,0
25-08-2021,C623466885,36to45,Female,M1823072687,Transportation,29.9,0
13-06-2021,C1187979419,26to35,Female,M348934600,Transportation,38.54,0
18-08-2021,C1022713215,26to35,Female,M480139044,Health,316.86,1
30-06-2021,C781322360,36to45,Male,M1946091778,Beauty&Wellness,101.54,0
15-05-2021,C1502465707,46to55,Female,M1946091778,Beauty&Wellness,35.46,0
10-04-2021,C438541016,19to25,Male,M348934600,Transportation,27.73,0
02-04-2021,C669906110,36to45,Female,M348934600,Transportation,13.67,0
14-08-2021,C1994178184,46to55,Male,M840466850,Technology,895.99,1
01-08-2021,C21670075,26to35,Female,M348934600,Transportation,60.62,0
08-04-2021,C1846080029,19to25,Male,M1823072687,Transportation,1.62,0
19-06-2021,C1508025585,56to65,Female,M1823072687,Transportation,10.47,0
06-06-2021,C2100602051,46to55,Male,M1823072687,Transportation,16.1,0
26-05-2021,C571254990,36to45,Female,M50039827,Health,42.72,0
04-08-2021,C159675329,19to25,Female,M348934600,Transportation,51.41,0
14-08-2021,C961515074,36to45,Male,M348934600,Transportation,40.92,0
